distretto,day_of_year,NDVI_stdDev,NDVI_mean
7657.0,0,869.901832020298,3848.134719541803
11058.0,0,762.2753133702245,3481.4413015873024
7662.0,0,840.1455541200318,3781.0488170110816
7661.0,0,867.493180740817,3776.041065825876
7663.0,0,768.5952003705285,3661.155964160985
7667.0,0,793.6076103467728,3900.7758814780127
7660.0,0,863.5022138336316,3784.272323295693
7658.0,0,891.2724373030219,3446.5403614845304
7666.0,0,931.1885505520023,3388.984570849616
7659.0,0,900.8978691347999,3629.4859682645183
7656.0,0,878.341046355739,4310.477510638249
7669.0,0,767.4127338359999,3898.23070193049
7668.0,0,807.6624452492632,3940.025943890495
7670.0,0,742.5593445014979,4761.354396411872
7639.0,0,773.0285662003768,4086.0678917921045
7680.0,0,815.0752990605129,3941.66289409565
7679.0,0,721.1355580333409,3719.9445745179014
7688.0,0,977.4876943421152,3901.452017147066
7672.0,0,534.286687506545,3741.428940902975
7678.0,0,629.2791537134153,3344.961260644474
7676.0,0,708.4973481876543,3748.034873344503
7671.0,0,599.2240740299515,3578.65423237591
7674.0,0,700.7993609023074,4066.3590943798613
7673.0,0,574.1475065732451,3645.0796375673594
7677.0,0,965.858912591049,4335.247481816912
7675.0,0,985.6063624003742,4063.4971942397387
7657.0,16,882.7909181478744,3941.0355919993585
11058.0,16,784.9453473472394,3598.352730158731
7662.0,16,1061.9862662273651,3569.7018069282226
7661.0,16,1093.1920613008533,3742.281587610702
7663.0,16,936.1588381028376,3586.6445721769505
7667.0,16,1123.1879783510044,3746.7343431173886
7660.0,16,1221.3420598018658,3672.492068471053
7658.0,16,1057.1499513767365,3417.397906348491
7666.0,16,1087.1460265992855,3337.4662469243003
7659.0,16,1033.338104485959,3635.433726363979
7656.0,16,999.186530176059,4278.853542218087
7669.0,16,763.3934628960519,3914.592015657388
7668.0,16,871.5461268290222,3895.1526632822333
7670.0,16,863.3454288818268,4631.912296974902
7639.0,16,1182.3631036465067,3840.756117681685
7680.0,16,816.5228834063885,3961.575260031355
7679.0,16,920.6323610884995,3646.584813636835
7688.0,16,869.4985450228137,3876.4697164948466
7672.0,16,555.1337477621925,3588.4080615538946
7678.0,16,410.34128087862837,3277.569872125253
7676.0,16,612.1074592310433,3710.327447412789
7671.0,16,592.1885376624917,3439.0262589743925
7674.0,16,627.662570615403,3955.267251441276
7673.0,16,618.2899636046011,3510.512938811331
7677.0,16,581.7393637068836,4313.775207056662
7675.0,16,785.3440077078978,4040.7977711671506
7657.0,32,752.6738326134579,3892.3755765650044
11058.0,32,689.5098387962571,3507.6005151515155
7662.0,32,828.1088034154894,3674.8174194777976
7661.0,32,772.4315034168147,3802.4907104147605
7663.0,32,741.254365296179,3535.608315067097
7667.0,32,822.1375102225617,3815.902773876282
7660.0,32,754.3335713797143,3852.5544727386796
7658.0,32,732.9732596896719,3513.357712666496
7666.0,32,839.6492197158647,3372.3524177949716
7659.0,32,810.8651742557248,3668.4075862133204
7656.0,32,663.3327091900622,4370.042963205136
7669.0,32,697.7635080600206,3775.7430046575155
7668.0,32,788.9047401945561,3797.392959434346
7670.0,32,555.4219315426315,4663.030154855165
7639.0,32,753.9397662074449,3942.5877315859034
7680.0,32,703.5222150784465,3951.513181747913
7679.0,32,678.8963671096652,3656.8706583952844
7688.0,32,745.0311065310268,3850.3412061520953
7672.0,32,534.6645124341744,3483.833450035266
7678.0,32,424.3209526919327,3221.9904347442957
7676.0,32,592.7473948426272,3638.5742273772935
7671.0,32,608.2983125789196,3282.5658918081167
7674.0,32,695.56030673683,3766.114898612416
7673.0,32,564.8685622956694,3408.646484631203
7677.0,32,508.37911644312925,4273.138081338571
7675.0,32,634.5148596929716,4002.9144043367896
7657.0,48,921.2609751316382,3860.2419266750785
11058.0,48,770.8774747418382,3578.7656969696977
7662.0,48,883.5166726096957,3798.192919763675
7661.0,48,839.563384812071,3891.521205236395
7663.0,48,825.481135936965,3600.98830233358
7667.0,48,885.0233205402332,3905.956618416021
7660.0,48,809.5815866544573,3878.830728869625
7658.0,48,806.898197432812,3607.2104344889676
7666.0,48,1015.9930911177167,3473.3064244266375
7659.0,48,882.330779994022,3761.159433212206
7656.0,48,1045.8009504162715,4281.535526430137
7669.0,48,778.5009715694085,3728.3653350241084
7668.0,48,960.256372030943,3774.565957059757
7670.0,48,736.1110186026923,4605.35470577519
7639.0,48,800.4831329935272,3863.6754935091312
7680.0,48,850.7375632214142,3914.723494217178
7679.0,48,780.4660605700201,3725.7379402556503
7688.0,48,900.4456969267654,3777.7516317445443
7672.0,48,618.4179576879814,3394.4575651171035
7678.0,48,532.93954170134,3126.633641895233
7676.0,48,609.5998117733888,3564.808258481124
7671.0,48,698.5778714198065,3188.7125136762365
7674.0,48,872.106167234955,3587.768863093268
7673.0,48,616.6158166869827,3326.659870201353
7677.0,48,773.382405380347,4115.955350593545
7675.0,48,703.0187515950028,3982.1583810179404
7657.0,64,950.0238717048592,4180.7063805583675
11058.0,64,920.9712637239418,3831.9379696969704
7662.0,64,988.3655275880467,4083.330156915063
7661.0,64,950.1471469830053,4106.36241676748
7663.0,64,868.5208675522887,3870.4609581701766
7667.0,64,989.8312556342446,4121.231203739114
7660.0,64,947.847729215803,4116.188833124216
7658.0,64,938.145548161329,3877.124038107323
7666.0,64,1116.8402911701376,3687.8285023487156
7659.0,64,967.3582794014468,4020.9457551337928
7656.0,64,799.0045443858809,4742.481720514653
7669.0,64,890.3082082873606,3985.5923396248445
7668.0,64,1016.9879356487542,4070.2881272831983
7670.0,64,661.6228676576956,4957.324787757331
7639.0,64,949.2792430975242,4123.136729003272
7680.0,64,915.4788727524295,4213.4675708624345
7679.0,64,847.8036222416408,3989.4729683708665
7688.0,64,1017.8958826744201,4022.0930680144597
7672.0,64,799.8286547749159,3581.4919295463546
7678.0,64,583.2805311469367,3397.7868964808276
7676.0,64,797.7711138229284,3814.5541205694362
7671.0,64,780.5059503993035,3351.6708620250383
7674.0,64,884.773015630766,3900.292142213857
7673.0,64,778.9807447498706,3520.8613285766646
7677.0,64,706.1839125778245,4441.932179517786
7675.0,64,846.0428558898393,4249.223680247816
7657.0,80,818.2509264564869,4414.515492973689
11058.0,80,810.6440251156841,4111.134060606062
7662.0,80,932.6671397453188,4333.677879423161
7661.0,80,815.6920853991629,4402.773686229381
7663.0,80,769.5778288866778,4174.7704518996725
7667.0,80,873.305969134741,4456.562826808719
7660.0,80,822.9722863673331,4215.151070776777
7658.0,80,818.0597916220189,4056.3595483197564
7666.0,80,962.3683772241706,3997.3309615916
7659.0,80,864.0345290517628,4292.597537139277
7656.0,80,644.5754685863644,5116.146982870998
7669.0,80,744.6407439417143,4139.733803974268
7668.0,80,929.7622547139116,4315.273439574039
7670.0,80,563.3672949810057,5341.591109491711
7639.0,80,801.9397181264644,4185.629147310134
7680.0,80,748.231868243694,4467.02224595624
7679.0,80,728.617886474475,4227.2404015464335
7688.0,80,825.4593278163441,4159.339143459632
7672.0,80,642.6258861897309,3706.974619903514
7678.0,80,465.6030678730232,3665.4690230613705
7676.0,80,647.500820274564,4001.6959304371753
7671.0,80,662.6579455905909,3498.816496115867
7674.0,80,687.803495843155,4248.831289971164
7673.0,80,637.3571124079883,3618.9345218695435
7677.0,80,583.1377006784838,4731.092821024758
7675.0,80,635.2733621453876,4469.689089188142
7657.0,96,783.2212774325204,4773.97387983678
11058.0,96,812.958273680435,4475.272272727273
7662.0,96,965.3879938670661,4715.139587700909
7661.0,96,841.3248791722057,4778.948481897849
7663.0,96,746.5909594030485,4568.6785341041395
7667.0,96,927.1616662098858,4870.399135617368
7660.0,96,741.4264313209362,4651.333666020304
7658.0,96,773.0520378360862,4525.294154967049
7666.0,96,971.2618120448693,4241.161273832551
7659.0,96,836.5744355442329,4726.794149100877
7656.0,96,627.0993410950042,5631.44018920943
7669.0,96,732.4277563989299,4511.79525542207
7668.0,96,905.8874008635919,4667.06245022304
7670.0,96,593.6353806067357,6054.3956312625305
7639.0,96,768.2515706355829,4458.268197778252
7680.0,96,730.868865315233,4907.451669852022
7679.0,96,711.5435713545694,4625.140347754073
7688.0,96,816.6044695366021,4483.985669935735
7672.0,96,549.6589880400621,4038.5564648581303
7678.0,96,458.7082925290918,4096.819119252404
7676.0,96,630.8048341375038,4422.238712235984
7671.0,96,575.1159464671445,3808.311259664251
7674.0,96,662.7906116310741,4641.1007837591815
7673.0,96,577.1142581937837,3973.4851025014414
7677.0,96,605.3080107571694,5309.165022027386
7675.0,96,644.8138770177028,4966.349277201737
7657.0,112,775.1953235595274,4847.974256195774
11058.0,112,794.2863850533034,4610.90787878788
7662.0,112,914.2632230680749,4912.636157169176
7661.0,112,814.2726251372399,4797.375783147932
7663.0,112,752.3979332483597,4784.3021715260875
7667.0,112,880.2271050367659,4921.560035150421
7660.0,112,805.0792274402919,4743.909376069352
7658.0,112,799.6185753936635,4779.557989848963
7666.0,112,902.9396570315514,4362.146532191213
7659.0,112,822.1998733466874,4901.245110152787
7656.0,112,586.2960069490881,5813.458764593168
7669.0,112,750.1206432509852,4548.25570518068
7668.0,112,874.3120981263381,4739.004873935754
7670.0,112,464.689756255343,6355.619923483334
7639.0,112,776.0631680993004,4547.645328975308
7680.0,112,730.7528920309185,5033.706456667463
7679.0,112,752.2787107643101,4916.808594006988
7688.0,112,835.1469216877484,4425.535864908286
7672.0,112,624.9639748629163,4080.6821322473183
7678.0,112,453.4106613149487,4269.284385234063
7676.0,112,664.6693712837572,4466.220998913563
7671.0,112,650.5339119841396,3881.989612942972
7674.0,112,648.2862055746709,4736.513804228691
7673.0,112,650.2113951199622,4015.499576714138
7677.0,112,565.8666746113728,5509.358719807285
7675.0,112,643.2830532886923,5067.788226562836
7657.0,128,710.1183941015728,5103.539212079708
11058.0,128,743.0353637091641,5188.106757575759
7662.0,128,852.858957089869,5247.532701226098
7661.0,128,745.8477315943115,4889.06813509978
7663.0,128,748.0735460027266,5147.744252037253
7667.0,128,772.76623570851,5123.297062994336
7660.0,128,706.6336384658057,4825.774573685412
7658.0,128,716.3004069112122,5625.263522778436
7666.0,128,827.2859259941,4700.416510085659
7659.0,128,803.6217151052181,5267.938015361727
7656.0,128,530.3413854221604,6013.163501450519
7669.0,128,661.8350515227684,4820.600763529745
7668.0,128,787.229658098362,5061.843644253167
7670.0,128,572.6033789332379,6513.813876844594
7639.0,128,712.4825679417702,4836.053914701994
7680.0,128,645.2681639531287,5083.9521810312135
7679.0,128,694.3732401080497,5774.751309011963
7688.0,128,729.7623044018922,4347.173713850583
7672.0,128,567.0365058064125,4204.756215665174
7678.0,128,442.21891010269735,4261.843453380391
7676.0,128,584.3038060262132,4608.156001183356
7671.0,128,555.5830642213253,4232.58971151886
7674.0,128,607.8868508596235,4900.358379036428
7673.0,128,561.6767020885724,4245.494259946197
7677.0,128,608.1057831502675,5579.433314525056
7675.0,128,595.9599885451444,5255.895054424987
7657.0,144,563.4338845217517,5681.926335508476
11058.0,144,695.5968643275245,5778.640424242425
7662.0,144,750.8112257461795,6062.686646337588
7661.0,144,609.623182012146,5471.9220835423375
7663.0,144,678.5900007446163,5908.920342099694
7667.0,144,736.4303518574445,5836.786742184511
7660.0,144,577.0506885508158,5394.715167674233
7658.0,144,592.5617915644523,6540.700672301583
7666.0,144,836.3838622800881,5706.760113290964
7659.0,144,623.2684578937749,5943.149562334316
7656.0,144,419.84825749764815,6348.663116575686
7669.0,144,734.1684066970065,5453.644614047623
7668.0,144,800.4233299009637,5687.824532236778
7670.0,144,462.034502948895,6780.5796247039525
7639.0,144,734.3841200016719,5634.913429146518
7680.0,144,527.3530180973119,5534.112756292249
7679.0,144,538.8900593802366,6572.506830468924
7688.0,144,678.0067579215914,4809.045270451199
7672.0,144,569.5222169740892,4840.499945939546
7678.0,144,367.44479384547094,4377.532536065516
7676.0,144,585.1380763061053,5018.1440592594845
7671.0,144,739.2444711161044,5008.117225636126
7674.0,144,611.1944402835632,4974.066431823974
7673.0,144,632.2800630020957,4867.789874407165
7677.0,144,460.67402082092417,5736.584709954642
7675.0,144,577.3360741315009,5709.765284171579
7657.0,160,668.5307753599902,5944.559930217946
11058.0,160,670.7732864499861,5952.435030303031
7662.0,160,739.3503534307202,6495.567800647989
7661.0,160,752.1849261352241,5841.366955828982
7663.0,160,718.1307221387008,6464.5755304794175
7667.0,160,776.176076213372,6419.9998713917785
7660.0,160,692.5251976568452,5948.703675715753
7658.0,160,604.4956500020622,6689.112843313823
7666.0,160,958.8751741556669,6475.4026250345405
7659.0,160,683.0230138411499,6247.811031894085
7656.0,160,512.4539260549772,6333.878427144847
7669.0,160,765.0989953472284,6278.0263418550285
7668.0,160,792.1523569477534,6402.021681722832
7670.0,160,445.48383352302744,6774.647272727273
7639.0,160,752.8729107822916,6158.956957931363
7680.0,160,769.4480423436636,5941.870546944165
7679.0,160,543.2910841749905,6664.844362057423
7688.0,160,1010.0354967997987,5635.436441458028
7672.0,160,635.2332960627505,5691.587696355293
7678.0,160,418.171388406012,4715.453789143384
7676.0,160,618.5648472824062,5634.2867196625375
7671.0,160,831.5179064048485,6155.882112306402
7674.0,160,638.5590967109712,5265.199027727141
7673.0,160,683.5230263124786,5785.6315790185445
7677.0,160,555.9139665811847,6154.8466079993
7675.0,160,567.8718651347476,6179.034838445982
7657.0,176,626.0241409930272,6114.3288358905
11058.0,176,594.3245816545264,5978.981818181819
7662.0,176,735.7842183055669,6684.8969887554795
7661.0,176,702.6250234269173,6016.578442654391
7663.0,176,592.8925545153422,6669.191273547464
7667.0,176,691.2486394218057,6650.030806745842
7660.0,176,626.2436322650535,6177.503179536901
7658.0,176,546.2351487443926,6562.502568458107
7666.0,176,788.5230306586309,6719.282066869299
7659.0,176,635.1987196736421,6365.719236143103
7656.0,176,546.0070196690341,6388.375970981261
7669.0,176,631.1954009583178,6660.272820328412
7668.0,176,688.654618625953,6708.64347496476
7670.0,176,498.0061656214289,6750.873643650939
7639.0,176,621.6306889104264,6301.901329830037
7680.0,176,699.3417061547543,6388.536703017187
7679.0,176,524.017946726903,6497.386033722781
7688.0,176,937.5422524684384,6372.836172847772
7672.0,176,591.2277777899017,6273.58090275811
7678.0,176,434.0987114534666,4945.629449141134
7676.0,176,535.6831583579547,5952.06163129358
7671.0,176,652.8840544596572,6798.960687218952
7674.0,176,616.1715628052274,5518.603660076521
7673.0,176,568.3463116092162,6197.474525088141
7677.0,176,535.0844312000133,6524.694199092869
7675.0,176,520.8027806108539,6387.019855440345
7657.0,192,577.8834024689338,6251.760937049006
11058.0,192,560.8255441556162,5986.816272727273
7662.0,192,783.6821130701351,6671.303586176228
7661.0,192,641.6964272040143,6011.957643622199
7663.0,192,566.3918491952248,6711.410294740185
7667.0,192,696.2271391017132,6709.767410338072
7660.0,192,615.015287741155,6305.45276320292
7658.0,192,515.7872988758684,6460.782100609881
7666.0,192,738.2792973699602,6778.100953302017
7659.0,192,617.5944094212432,6393.2235387857145
7656.0,192,518.4077601271383,6396.569747182756
7669.0,192,638.0782679037553,6811.822694230077
7668.0,192,639.6899056687341,6831.060971403252
7670.0,192,520.3734280879921,6712.9585170340715
7639.0,192,566.3504571519804,6464.332146220624
7680.0,192,585.3979248875892,6677.233805632459
7679.0,192,517.837664894561,6383.2506840143815
7688.0,192,731.3623235808905,6860.950620899719
7672.0,192,543.7154923577956,6603.945164678443
7678.0,192,394.420425867157,5001.83961308198
7676.0,192,547.7994502022087,6049.862233681707
7671.0,192,557.0037412478941,7055.940053981178
7674.0,192,688.5025223933703,5711.207828665062
7673.0,192,529.4124804282877,6348.315288463224
7677.0,192,529.1764006330257,6657.105484059983
7675.0,192,540.9191919962185,6506.7187432775445
7657.0,208,700.3387527537924,6214.102625802204
11058.0,208,613.7946396122279,5884.125507246378
7662.0,208,873.8021304113187,6502.922462248959
7661.0,208,787.5082041201065,5837.511061249641
7663.0,208,731.4231173809795,6506.9282279698355
7667.0,208,846.1734207100549,6602.162585808095
7660.0,208,771.0038829829859,6189.727463040753
7658.0,208,646.8005704828233,6249.736600238827
7666.0,208,930.86106536573,6641.625664067662
7659.0,208,753.5295652802446,6189.5251575757375
7656.0,208,622.0493042016103,6412.407555998021
7669.0,208,773.3395606880836,6684.356684068834
7668.0,208,747.9565089076269,6693.441887861029
7670.0,208,578.1006015004076,6663.721845429991
7639.0,208,656.2407023312421,6411.535718386129
7680.0,208,627.012416427032,6845.1839441617885
7679.0,208,636.1215614307732,6227.507617163282
7688.0,208,721.9338052357631,7130.5702119485195
7672.0,208,701.2828890923819,6591.843498452394
7678.0,208,474.22600067210635,5041.181320572281
7676.0,208,664.8483212556388,5965.824448867975
7671.0,208,778.5018340784,6946.304539619196
7674.0,208,797.5697342130668,5661.266913967616
7673.0,208,691.9621529459598,6234.564639173056
7677.0,208,587.2712476757137,6724.264688054636
7675.0,208,588.3004127928397,6502.081442004979
7657.0,224,865.6661175382017,5623.5508256890635
11058.0,224,811.1601872910105,5148.768782608697
7662.0,224,1087.4117254324576,5735.959423328168
7661.0,224,887.5788589490709,5304.744831576421
7663.0,224,906.013292082167,5786.507203143191
7667.0,224,1031.8014794835235,5972.1792205605925
7660.0,224,897.391860960186,5661.398443892859
7658.0,224,788.4810185510938,5533.541833878197
7666.0,224,1187.5626165245255,5843.488502709133
7659.0,224,880.8185793416557,5577.69955102203
7656.0,224,784.6893313927651,6086.767008219835
7669.0,224,983.1901408275013,6153.190665740364
7668.0,224,928.9950000048146,6139.212410072263
7670.0,224,646.4666365179553,6500.625541772251
7639.0,224,818.3416895710709,5816.832230006698
7680.0,224,845.8504747757584,6358.72437612157
7679.0,224,824.9561125087524,5479.923224990884
7688.0,224,919.1661469475156,6694.37895002241
7672.0,224,849.8465266710249,6289.621541893718
7678.0,224,507.44017776290286,4941.687027225711
7676.0,224,830.4482053658832,5619.102995884655
7671.0,224,963.6892538916227,6506.7194081546695
7674.0,224,819.3503116527202,5429.531203025982
7673.0,224,855.3113468317692,5826.152411603426
7677.0,224,739.209828123878,6518.442000269857
7675.0,224,749.3930036386766,6094.543231342209
7657.0,240,790.3352152026672,4854.319123884487
11058.0,240,691.8986078742595,4379.958666666667
7662.0,240,942.9480947283786,4727.628019323672
7661.0,240,811.2456644871429,4547.8881927098755
7663.0,240,822.0898832138693,4861.9072638811585
7667.0,240,941.2832544882729,5006.70769161043
7660.0,240,810.9230561059422,4985.989396377721
7658.0,240,694.4524560552812,4726.338038094865
7666.0,240,1140.5298282008978,4722.729998678473
7659.0,240,795.0596405864319,4719.459131446155
7656.0,240,712.7491286526358,5557.084460683116
7669.0,240,861.4850211055995,5288.1066201402
7668.0,240,869.5673630880353,5261.691900378934
7670.0,240,601.9768451688644,6271.48088176353
7639.0,240,776.5710442564272,5170.788447684403
7680.0,240,836.2826402455662,5664.241948221286
7679.0,240,632.7358415168746,4710.019739289605
7688.0,240,913.2240934345657,6019.504246174041
7672.0,240,715.1583620083751,5643.149838344687
7678.0,240,459.0973076361372,4750.440663680865
7676.0,240,681.1914936278873,4997.4965896533295
7671.0,240,908.3901735014604,5597.303918681293
7674.0,240,766.8948849312416,5120.668896999451
7673.0,240,732.0268182468708,5161.577944660508
7677.0,240,680.452682231616,6181.306391480793
7675.0,240,683.2178085229253,5557.490791991604
7657.0,256,591.1016914375289,4284.728341394888
11058.0,256,514.1593432811547,3868.723362318841
7662.0,256,597.1460845406442,3842.7526357366396
7661.0,256,597.9617157850131,3944.505675270122
7663.0,256,619.366614263169,4107.808207217698
7667.0,256,721.2756938171303,4184.638059381385
7660.0,256,580.8607294686316,4432.905685723638
7658.0,256,519.312591377327,4350.629196601608
7666.0,256,797.9525779190163,3601.8837319941854
7659.0,256,593.7618066221423,4049.6033043044804
7656.0,256,553.8738082348009,5284.493267569337
7669.0,256,630.9894604605365,4546.672315016178
7668.0,256,698.9078202242157,4513.30904069929
7670.0,256,459.571152059741,6155.731473381547
7639.0,256,627.8439552248658,4737.601110518125
7680.0,256,682.8617143800863,4829.749048976054
7679.0,256,499.27066666792416,4411.2381207974195
7688.0,256,812.172330377832,4969.802394826151
7672.0,256,535.0312334500808,4834.741038780035
7678.0,256,394.87444712929516,4516.290033783387
7676.0,256,521.028246704657,4562.200368844365
7671.0,256,653.9845925903558,4674.550964480621
7674.0,256,667.1221295929228,4768.561426940422
7673.0,256,537.8384291695701,4573.168624998305
7677.0,256,531.7883149303655,5846.75159164271
7675.0,256,489.8424997994207,5149.731938928784
7657.0,272,475.75622352199093,3943.71920481582
11058.0,272,391.8392171848016,3618.724144927537
7662.0,272,494.06018652422085,3415.8027223285626
7661.0,272,562.1827880720571,3663.1239198641506
7663.0,272,485.73739673471295,3716.2486966644733
7667.0,272,653.3701667620753,3750.1823558642463
7660.0,272,502.24856295024017,4011.779615132835
7658.0,272,484.70842091792224,4216.397832938551
7666.0,272,657.2226271958654,3035.4205894013485
7659.0,272,533.6089349314334,3742.3519185410205
7656.0,272,469.27062819438163,5078.162678800809
7669.0,272,536.5810577701121,4119.774969972077
7668.0,272,608.6112337069418,4090.038844282711
7670.0,272,436.9809578152767,6057.773459963407
7639.0,272,547.9341142015693,4519.810119315721
7680.0,272,509.4889908851439,4253.508928871474
7679.0,272,480.34564595198896,4266.815144745536
7688.0,272,600.0321541148614,4119.747022475509
7672.0,272,455.42464470330543,4346.778378325139
7678.0,272,368.2703390809576,4332.043267553661
7676.0,272,428.59915901633804,4275.730648478154
7671.0,272,551.8435245052377,4074.1518891438213
7674.0,272,715.4655460006599,4476.668558734902
7673.0,272,441.7147844989033,4210.157783729558
7677.0,272,465.8332637527983,5559.944518251736
7675.0,272,485.80322760897474,4918.14396386757
7657.0,288,517.242499802398,3638.1667415529596
11058.0,288,397.58635512040865,3422.7137391304345
7662.0,288,494.67981360390866,3236.188891927203
7661.0,288,567.4130785300408,3493.450333742574
7663.0,288,528.5550076366567,3516.880317735486
7667.0,288,614.8834156688762,3569.9513242894577
7660.0,288,549.7101665187802,3629.252352572146
7658.0,288,554.7003710877625,3905.1196190513483
7666.0,288,529.440318897468,2804.501162944364
7659.0,288,528.9328312904173,3475.9092147039382
7656.0,288,597.6648469770662,4782.752223196455
7669.0,288,532.1135179157461,3823.3801856683726
7668.0,288,584.0395321871314,3829.600103004474
7670.0,288,644.981420031054,5741.284698091833
7639.0,288,673.613607117186,4239.798254611703
7680.0,288,556.929875424509,3900.546931183504
7679.0,288,594.5152693325206,3937.160120527194
7688.0,288,529.130891049614,3691.569435551002
7672.0,288,344.8291527366708,4047.232677765438
7678.0,288,411.98363254186205,4093.2663245405975
7676.0,288,475.96526025927056,4033.023156449046
7671.0,288,448.3092223579621,3834.2022820631914
7674.0,288,647.3977184461081,4450.205967475948
7673.0,288,429.5891760045987,3934.1198806826615
7677.0,288,544.1637284627565,5264.035128234406
7675.0,288,615.4900435194043,4625.167873824566
7657.0,304,621.0466607047397,3644.1408756996593
11058.0,304,508.6563348851793,3452.4791515151514
7662.0,304,656.9210404693241,3245.4509084556257
7661.0,304,660.1276827646535,3573.57676079195
7663.0,304,596.7260774643651,3544.1703189490945
7667.0,304,703.7879730629344,3633.6655560105705
7660.0,304,578.9396898412348,3622.9217947986767
7658.0,304,444.4298350966731,3864.247881789529
7666.0,304,692.3227227961,2794.6814037026807
7659.0,304,640.025273829268,3454.10781383567
7656.0,304,716.4902774236436,4691.776062854613
7669.0,304,553.6940563543136,3908.1899476972085
7668.0,304,649.8718063370645,3908.907063841639
7670.0,304,609.5652436435478,5604.8948707301815
7639.0,304,596.8712150491828,4266.137927987104
7680.0,304,621.0429976987829,3875.695518135442
7679.0,304,524.7947528360748,3915.3667342618623
7688.0,304,601.3285046262787,3667.8471599277027
7672.0,304,451.9965169611012,4033.0343026458722
7678.0,304,429.1434076672834,3982.160303699312
7676.0,304,504.5336057202775,4047.876533797662
7671.0,304,484.7086150875526,3749.0598833767567
7674.0,304,662.2769273165534,4289.124904145408
7673.0,304,452.89519294136403,3944.9871516515773
7677.0,304,586.4382167380516,5132.560065534809
7675.0,304,513.8813771055133,4602.097255087553
7657.0,320,569.4454453797031,3944.831468988587
11058.0,320,516.5570807238778,3760.7972727272736
7662.0,320,538.1579300000725,3621.4520043199295
7661.0,320,591.4173432537812,3778.6664601221564
7663.0,320,554.7499708315904,3798.1270570959896
7667.0,320,649.3499275383732,3926.327658213493
7660.0,320,592.8760907104376,3899.237231949356
7658.0,320,521.8015927364213,4026.597703737055
7666.0,320,639.0813819998283,3119.5043243990044
7659.0,320,570.7984481736364,3728.77229451615
7656.0,320,663.5549381726313,4714.822403026023
7669.0,320,520.997026954756,4041.984222330526
7668.0,320,610.0825062939595,4070.009008461615
7670.0,320,549.8127548065611,5348.796385498271
7639.0,320,582.860394461815,4406.881923175345
7680.0,320,592.5801767192197,4125.604117188267
7679.0,320,531.2918153877146,4044.292084782953
7688.0,320,583.9468463433817,3944.9689884857416
7672.0,320,407.15966134093,4041.382212565711
7678.0,320,419.05474848663766,3807.025900597703
7676.0,320,449.3505984990317,4116.351248131883
7671.0,320,478.3105100462782,3770.6303193671483
7674.0,320,568.2703277482102,4362.2585400674825
7673.0,320,437.16313725545785,3952.2870953258666
7677.0,320,528.8033265123977,4937.846128388203
7675.0,320,510.0366767111777,4610.7707696941
7657.0,336,991.1786754775884,3978.117209189162
11058.0,336,923.2003174327075,3655.9965151515157
7662.0,336,1270.5942049261926,3640.730020329077
7661.0,336,1184.3010868250415,3726.309147954717
7663.0,336,1317.7414600487473,3723.6573579214723
7667.0,336,1279.929464095272,3821.7441660941317
7660.0,336,1051.4796777934027,3921.722888388275
7658.0,336,968.7418204736622,3802.0368793745643
7666.0,336,1327.9720206358743,3271.583227410886
7659.0,336,1138.9565507953594,3683.1580709479113
7656.0,336,972.4728958891886,4652.845027872383
7669.0,336,706.5173371322809,4151.973826906973
7668.0,336,926.0814791950648,4014.6724881563555
7670.0,336,623.6766182414576,5215.609003470616
7639.0,336,848.3614988325302,4286.769374282723
7680.0,336,852.3420210494709,4308.800469722734
7679.0,336,870.499478633698,3873.696079823838
7688.0,336,692.9852993939103,4137.940412036417
7672.0,336,470.7464534480175,4037.2934272783914
7678.0,336,414.1880049865423,3756.9469627620747
7676.0,336,549.2541763550039,4122.519211641754
7671.0,336,540.5838166468889,3851.2733666010163
7674.0,336,657.8163626381398,4442.840973218809
7673.0,336,524.2033715968303,3957.391567821081
7677.0,336,510.2637641036031,4878.316546711434
7675.0,336,565.010046720794,4667.275781955856
7657.0,352,737.1462501283971,4010.966698695048
11058.0,352,759.8604835549371,3663.6276969696974
7662.0,352,1312.8527928901367,3189.976669207801
7661.0,352,1122.533086391039,3620.8481996203514
7663.0,352,1228.904575641099,3390.035064562621
7667.0,352,1270.0930761473771,3549.0107441198434
7660.0,352,944.2500183414512,3823.7085733432195
7658.0,352,874.7517551083288,3618.957830215709
7666.0,352,1217.4092359891822,3113.7227549046693
7659.0,352,1109.8238018097966,3450.476164398746
7656.0,352,734.3935352046453,4524.653471043072
7669.0,352,1067.0807637662426,3813.5163134432405
7668.0,352,1177.4261361979275,3731.560011706924
7670.0,352,700.0968742286943,4921.258749566651
7639.0,352,774.8876995787684,4147.414341904288
7680.0,352,697.1713708060381,4108.667371660648
7679.0,352,725.0558846212069,3837.2232711947704
7688.0,352,854.2583576332036,3937.0992937474916
7672.0,352,637.0936417137614,3828.3986215092177
7678.0,352,466.21733578115635,3505.092174504725
7676.0,352,631.9847035162509,3959.1617024478082
7671.0,352,971.8848725368997,3602.88589016948
7674.0,352,1146.2950945811117,4077.7090416235055
7673.0,352,850.9808426764515,3692.695717645341
7677.0,352,594.5102213719182,4579.982902568261
7675.0,352,626.1757441946752,4423.984812631761
